No.,시설물 명칭,시설물 일련번호,공사명,공사 대상 부재(또는 시설물),설계 예상시작일(yyyymmdd),설계 예상종료일(yyyymmdd),공사 예상 시작일(yyyymmdd),공사 예상종료일(yyyymmdd),공사금액(백만원),"첨부자료(설계도면, 설계내역서, 공정표 등)",비고
1044,7136 중곡역사,BA060000224,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1045,7138 군자역사,BA060000225,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1046,7140 어린이대공원역사,BA060000226,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1047,7142 건대입구역사,BA060000227,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1048,7145 뚝섬유원지역사(고가),BA060000228,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1049,7148 청담역사,BA060000229,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1050,7150 강남구청역사,BA060000230,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1051,7152 학동역사,BA060000231,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1052,7154 논현역사,BA060000232,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1053,7156 반포역사,BA060000233,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1054,7158 고속터미널역사,BA060000234,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1055,7160 내방역사,BA060000235,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1056,7162 이수역사,BA060000236,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1057,7164 남성역사,BA060000237,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1058,7166 숭실대입구역사,BA060000238,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1059,7168 상도역사,BA060000239,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1060,7170 장승배기역사,BA060000240,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1061,7172 신대방삼거리역사,BA060000241,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1062,7174 보라매역사,BA060000242,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1063,7176 신풍역사,BA060000243,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1064,7178 대림역사,BA060000244,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1065,7180 남구로역사,BA060000245,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1066,7182 가산디지털단지,BA060000246,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1067,7184 철산역사,BA060000247,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1068,7186 광명사거리역사,BA060000248,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1069,7188 천왕역사,BA060000249,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1070,7194 온수역사,BA060000250,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1071,7197 까치울역사,BA060000251,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1072,7199 부천종합운동장역사,BA060000252,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1073,7201 춘의역사,BA060000253,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1074,7203 신중동역사,BA060000254,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1075,7205 부천시청역사,BA060000255,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1076,7207 상동역사,BA060000256,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1077,7209 삼산체육관역사,BA060000257,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1078,7211 굴포천역사,BA060000258,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1079,7213 부평구청역사,BA060000259,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1080,8102 암사역사,BA060000260,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1081,8104 천호역사,BA060000261,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1082,8106 강동구청역사,BA060000262,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1083,8108 몽촌토성역사,BA060000263,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1084,8110 잠실역사,BA060000264,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1085,8112 석촌역사,BA060000265,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1086,8114 송파역사,BA060000266,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1087,8116 가락시장역사,BA060000267,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1088,8118 문정역사,BA060000268,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1089,8120 장지역사,BA060000269,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1090,8122 복정역사,BA060000270,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1091,8126 산성역사,BA060000271,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1092,8128 남한산성입구역사,BA060000272,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1093,8130 단대오거리역사,BA060000273,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1094,8132 신흥역사,BA060000274,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1095,8134 수진역사,BA060000275,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1096,8136 모란역사,BA060000276,5~8호선 환기구 정비 공사,환기구,,,20200102,20241231,4390000,,
1097,7110 수락산역사,BA060000211,승강편의시설 설치 출자,승강편의시설,,,20200102,20201231,885000000,,
1098,7122 태릉입구역사,BA060000217,승강편의시설 설치 출자,승강편의시설,,,20200102,20201231,885000000,,
1099,7138 군자역사,BA060000225,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,3888800000,,
1100,5206 마천역사,BA060000170,승강편의시설 설치 출자,승강편의시설,,,20200102,20201231,1083200000,,
1101,7124 먹골역사,BA060000218,승강편의시설 설치 출자,승강편의시설,,,20200102,20201231,1624800000,,
1102,5118 까치산역사,BA060000128,승강편의시설 설치 출자,승강편의시설,,,20200102,20201231,725000000,,
1103,6110 구산역사,BA060000175,승강편의시설 설치 출자,승강편의시설,,,20200102,20201231,1450000000,,
1104,5112 발산역사,BA060000125,승강편의시설 설치 출자,승강편의시설,,,20200102,20201231,2175000000,,
1105,7114 노원역사,BA060000213,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,1138000000,,
1106,7116 중계역사,BA060000214,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,2264000000,,
1107,7170 장승배기역사,BA060000240,승강편의시설 설치 출자,승강편의시설,,,20200102,20211231,2264000000,,
